mdl 파일 이름,교체 대상 텍스처 번호,페인트 아이템 번호,페인트 텍스처 경로
p_buffm249.mdl,0,8378,resource/WeaponPaint/texture/@y20s2#256256buff_m249_p.bmp
w_buffm249.mdl,0,8378,resource/WeaponPaint/texture/@y20s2#256256buff_m249_p.bmp
s_buffm249.mdl,0,8378,resource/WeaponPaint/texture/@y20s2#256256buff_m249_p.bmp
v_deagle.mdl,0,8379,resource/WeaponPaint/texture/@y20s2deagle_v.bmp
w_deagle.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256deagle_p.bmp
p_deagle.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256deagle_p.bmp
s_deserteagle.mdl,1,8379,resource/WeaponPaint/texture/@y20s2#256256deagle_p.bmp
v_m4a1.mdl,0,8379,resource/WeaponPaint/texture/@y20s2m4a1_v.bmp
p_m4a1.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256m4a1_p.bmp
w_m4a1.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256m4a1_p.bmp
s_m4a1.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256m4a1_p.bmp
v_thunderpistol.mdl,1,8379,resource/WeaponPaint/texture/@y20s2thundergun_1_v.bmp
v_thunderpistol.mdl,0,8379,resource/WeaponPaint/texture/@y20s2thundergun_2_v.bmp
p_thunderpistol.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256thundergun_p.bmp
w_thunderpistol.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256thundergun_p.bmp
s_thunderpistol.mdl,1,8379,resource/WeaponPaint/texture/@y20s2#256256thundergun_p.bmp
v_m3drago.mdl,1,8379,resource/WeaponPaint/texture/@y20s2_buf_m3_v_01.bmp
v_m3drago.mdl,0,8379,resource/WeaponPaint/texture/@y20s2_buf_m3_v_02.bmp
p_m3_dragon.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256buf_m3_p.bmp
w_m3_dragon.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256buf_m3_p.bmp
s_m3_dragon.mdl,0,8379,resource/WeaponPaint/texture/@y20s2#256256buf_m3_p.bmp
v_mp5.mdl,0,8379,resource/WeaponPaint/texture/@y20s2MP5-gold-1model.bmp
p_mp5_2.mdl,0,8379,resource/WeaponPaint/texture/@y20s2MP5-gold-3model.bmp
w_mp5_2.mdl,0,8379,resource/WeaponPaint/texture/@y20s2MP5-gold-3model.bmp
s_mp5_2.mdl,0,8379,resource/WeaponPaint/texture/@y20s2MP5-gold-3model.bmp
w_sgdrill.mdl,0,8410,resource/WeaponPaint/texture/@y20s3sc_drill_#256256sc_drill_p.bmp
v_sgdrill.mdl,0,8410,resource/WeaponPaint/texture/@y20s3SG_drill_SG_drill_v.bmp
p_sgdrill.mdl,0,8410,resource/WeaponPaint/texture/@y20s3sc_drill_#256256sc_drill_p.bmp
s_sgdrill.mdl,0,8410,resource/WeaponPaint/texture/@y20s3sc_drill_#256256sc_drill_p.bmp
v_sgdrill.mdl,3,8410,resource/WeaponPaint/texture/@y20s3drill_drill_v.bmp
v_sgdrill_d3a3.mdl,3,8410,resource/WeaponPaint/texture/@y20s3drill_drill_v.bmp
w_svd.mdl,0,8410,resource/WeaponPaint/texture/@y20s3Dragunov_Dragunov_PW.bmp
v_svd.mdl,1,8410,resource/WeaponPaint/texture/@y20s3Dragunov_Dragunov _01.bmp
p_svd.mdl,0,8410,resource/WeaponPaint/texture/@y20s3Dragunov_Dragunov_PW.bmp
s_svd.mdl,1,8410,resource/WeaponPaint/texture/@y20s3Dragunov_Dragunov _01.bmp
s_svd.mdl,0,8410,resource/WeaponPaint/texture/@y20s3Dragunov_Dragunov _02.bmp
v_svd.mdl,0,8410,resource/WeaponPaint/texture/@y20s3Dragunov_Dragunov _02.bmp
w_m950.mdl,0,8410,resource/WeaponPaint/texture/@y20s3m950_#256256m950_p.bmp
w_m950.mdl,1,8410,resource/WeaponPaint/texture/@y20s3m950_#256256m950_p.bmp
w_m950.mdl,2,8410,resource/WeaponPaint/texture/@y20s3m950_#256256m950_p.bmp
v_m950.mdl,0,8410,resource/WeaponPaint/texture/@y20s3m950_m950_v.bmp
v_m950.mdl,3,8410,resource/WeaponPaint/texture/@y20s3m950_m950_v.bmp
v_m950.mdl,4,8410,resource/WeaponPaint/texture/@y20s3m950_m950_v.bmp
p_m950.mdl,0,8410,resource/WeaponPaint/texture/@y20s3m950_#256256m950_p.bmp
p_m950.mdl,1,8410,resource/WeaponPaint/texture/@y20s3m950_#256256m950_p.bmp
p_m950.mdl,2,8410,resource/WeaponPaint/texture/@y20s3m950_#256256m950_p.bmp
s_m950.mdl,0,8410,resource/WeaponPaint/texture/@y20s3m950_#256256m950_p.bmp
s_m950.mdl,2,8410,resource/WeaponPaint/texture/@y20s3m950_#256256m950_p.bmp
s_m950.mdl,3,8410,resource/WeaponPaint/texture/@y20s3m950_#256256m950_p.bmp
v_cannonex.mdl,0,8410,resource/WeaponPaint/texture/y20s3cannonexdragon_$20@004_cannonexdragon.bmp
v_cannonex.mdl,1,8410,resource/WeaponPaint/texture/y20s3dragon_wing_$20@004_dragon_wing.bmp
v_cannonex.mdl,2,8410,resource/WeaponPaint/texture/y20s3cannonex_$20@004_cannonex_v.bmp
w_cannonex.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
w_cannonexb.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
p_cannonex.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
p_cannonexb.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
s_cannonex.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
p_cannonexdragon.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonexdragon_p.bmp
v_cannonex_d3a3.mdl,0,8410,resource/WeaponPaint/texture/y20s3cannonexdragon_$20@004_cannonexdragon.bmp
v_cannonex_d3a3.mdl,1,8410,resource/WeaponPaint/texture/y20s3dragon_wing_$20@004_dragon_wing.bmp
v_cannonex_d3a3.mdl,2,8410,resource/WeaponPaint/texture/y20s3cannonex_$20@004_cannonex_v.bmp
w_cannonex_d3a3.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
w_cannonexb_d3a3.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
p_cannonex_d3a3.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
p_cannonexb_d3a3.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
s_cannonex_d3a3.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonex_#256256cannonex_p.bmp
p_cannonexdragon_d3a3.mdl,0,8410,resource/WeaponPaint/texture/@y20s3cannonexdragon_p.bmp
w_broad.mdl,0,8410,resource/WeaponPaint/texture/@y20s3broad_divine_#256256broad_divine_p.bmp
v_broad.mdl,0,8410,resource/WeaponPaint/texture/@y20s3broad_divine_v.bmp
p_broad.mdl,0,8410,resource/WeaponPaint/texture/@y20s3broad_divine_#256256broad_divine_p.bmp
s_broad.mdl,0,8410,resource/WeaponPaint/texture/@y20s3broad_divine_#256256broad_divine_p.bmp
w_sg550.mdl,0,8411,resource/WeaponPaint/texture/@y20s3#256256SG550_p.bmp
v_sg550.mdl,0,8411,resource/WeaponPaint/texture/@y20s3sg550_CSO_SG550.bmp
p_sg550.mdl,0,8411,resource/WeaponPaint/texture/@y20s3#256256SG550_p.bmp
s_sg550.mdl,0,8411,resource/WeaponPaint/texture/@y20s3sg550_CSO_SG550.bmp
w_xm1014.mdl,0,8411,resource/WeaponPaint/texture/@y20s3xm1014_xm1014.bmp
v_xm1014.mdl,0,8411,resource/WeaponPaint/texture/@y20s3xm1014_xm1014-or.bmp
p_xm1014.mdl,0,8411,resource/WeaponPaint/texture/@y20s3xm1014_xm1014.bmp
s_xm1014.mdl,0,8411,resource/WeaponPaint/texture/@y20s3xm1014_xm1014.bmp
w_kronos3.mdl,0,8411,resource/WeaponPaint/texture/@y20s3argus3_#256256argus3_p.bmp
v_kronos3.mdl,1,8411,resource/WeaponPaint/texture/@y20s3argus3_argus3_v.bmp
p_kronos3.mdl,0,8411,resource/WeaponPaint/texture/@y20s3argus3_#256256argus3_p.bmp
s_kronos3.mdl,0,8411,resource/WeaponPaint/texture/@y20s3argus3_#256256argus3_p.bmp
v_strong_knife.mdl,0,8411,resource/WeaponPaint/texture/@y20s3Knife_CSO_Knife.bmp
p_strong_knife.mdl,0,8411,resource/WeaponPaint/texture/@y20s3Knife_CSO_Knife.bmp
w_m32.mdl,0,8411,resource/WeaponPaint/texture/@y20s3m32mgl_#256256m32mgl_vari-p.bmp
v_m32.mdl,2,8411,resource/WeaponPaint/texture/@y20s3m32mgl_m32mgl-vari.bmp
p_m32.mdl,0,8411,resource/WeaponPaint/texture/@y20s3m32mgl_#256256m32mgl_vari-p.bmp
s_m32.mdl,0,8411,resource/WeaponPaint/texture/@y20s3m32mgl_#256256m32mgl_vari-p.bmp
w_gungnir.mdl,0,8424,resource/WeaponPaint/texture/gungnirsigma_p.bmp
p_gungnirA.mdl,0,8424,resource/WeaponPaint/texture/gungnirsigma_p.bmp
p_gungnirB.mdl,0,8424,resource/WeaponPaint/texture/gungnirsigma_p.bmp
p_gungnirB.mdl,1,8424,resource/WeaponPaint/texture/gungnirsigma_blade_p.bmp
gungnir_missile.mdl,0,8424,resource/WeaponPaint/texture/gungnirsigma_p.bmp
s_gungnir.mdl,0,8424,resource/WeaponPaint/texture/gungnirsigma_p.bmp
v_gungnir.mdl,2,8424,resource/WeaponPaint/texture/gungnirsigma01_v.bmp
v_gungnir.mdl,3,8424,resource/WeaponPaint/texture/gungnirsigma02_v.bmp
v_gungnir.mdl,11,8424,resource/WeaponPaint/texture/gungnirsigma_blade_v.bmp
w_kronos3.mdl,0,8422,resource/WeaponPaint/texture/@kronos3ex_#256256argus3_p.bmp
v_kronos3.mdl,1,8422,resource/WeaponPaint/texture/@kronos3ex_argus3_v.bmp
p_kronos3.mdl,0,8422,resource/WeaponPaint/texture/@kronos3ex_#256256argus3_p.bmp
s_kronos3.mdl,0,8422,resource/WeaponPaint/texture/@kronos3ex_#256256argus3_p.bmp
p_dualswordm_a.mdl,1,8423,resource/WeaponPaint/texture/@dualswordmex_#256256dualswordm_00_p.bmp
p_dualswordm_a.mdl,0,8423,resource/WeaponPaint/texture/@dualswordmex_#256256dualswordm_01_p.bmp
p_dualswordm_b.mdl,1,8423,resource/WeaponPaint/texture/@dualswordmex_#256256dualswordm_00_p.bmp
p_dualswordm_b.mdl,0,8423,resource/WeaponPaint/texture/@dualswordmex_#256256dualswordm_01_p.bmp
v_dualswordm.mdl,0,8423,resource/WeaponPaint/texture/@dualswordmex_dualswordm_00_v.bmp
v_dualswordm.mdl,1,8423,resource/WeaponPaint/texture/@dualswordmex_dualswordm_01_v.bmp
v_usas.mdl,0,8448,resource/WeaponPaint/texture/@chn12thUsas12.bmp
p_usas.mdl,0,8448,resource/WeaponPaint/texture/@chn12thUsas12_SM.bmp
w_usas.mdl,0,8448,resource/WeaponPaint/texture/@chn12thUsas12_SM.bmp
s_usas12.mdl,0,8448,resource/WeaponPaint/texture/@chn12thUsas12_SM.bmp
v_ksg12.mdl,2,8448,resource/WeaponPaint/texture/@chn12th keltec_512.bmp
v_ksg12.mdl,3,8448,resource/WeaponPaint/texture/@chn12th keltec_512.bmp
v_ksg12.mdl,4,8448,resource/WeaponPaint/texture/@chn12th keltec_512.bmp
p_ksg12.mdl,0,8448,resource/WeaponPaint/texture/@chn12th #256256keltec_256.bmp
p_ksg12.mdl,1,8448,resource/WeaponPaint/texture/@chn12th #256256keltec_256.bmp
p_ksg12.mdl,2,8448,resource/WeaponPaint/texture/@chn12th #256256keltec_256.bmp
w_ksg12.mdl,0,8448,resource/WeaponPaint/texture/@chn12th #256256keltec_256.bmp
w_ksg12.mdl,1,8448,resource/WeaponPaint/texture/@chn12th #256256keltec_256.bmp
w_ksg12.mdl,2,8448,resource/WeaponPaint/texture/@chn12th #256256keltec_256.bmp
s_ksg12.mdl,0,8448,resource/WeaponPaint/texture/@chn12th #256256keltec_256.bmp
s_ksg12.mdl,1,8448,resource/WeaponPaint/texture/@chn12th #256256keltec_256.bmp
s_ksg12.mdl,2,8448,resource/WeaponPaint/texture/@chn12th #256256keltec_256.bmp
v_spas12.mdl,0,8448,resource/WeaponPaint/texture/@chn12thspas-12.bmp
p_spas12.mdl,0,8448,resource/WeaponPaint/texture/@chn12thspas-12 pmodel.bmp
w_spas12.mdl,0,8448,resource/WeaponPaint/texture/@chn12thspas-12 pmodel.bmp
s_spas12.mdl,0,8448,resource/WeaponPaint/texture/@chn12thspas-12 pmodel.bmp
v_kronos12.mdl,2,8448,resource/WeaponPaint/texture/@chn12th argus12_v.bmp
p_kronos12.mdl,0,8448,resource/WeaponPaint/texture/@chn12th #256256argus12_p.bmp
w_kronos12.mdl,0,8448,resource/WeaponPaint/texture/@chn12th #256256argus12_p.bmp
s_kronos12.mdl,0,8448,resource/WeaponPaint/texture/@chn12th #256256argus12_p.bmp
v_gunkata.mdl,0,8449,resource/WeaponPaint/texture/@gunkatacn1_gunslinger_v.bmp
v_gunkata.mdl,1,8449,resource/WeaponPaint/texture/@gunkatacn1_gunslinger_v_gold.bmp
p_gunkata.mdl,0,8449,resource/WeaponPaint/texture/@gunkatacn1_#256256gunslinger_p.bmp
p_gunkata2.mdl,0,8449,resource/WeaponPaint/texture/@gunkatacn1_#256256gunslinger_p.bmp
w_gunkata.mdl,0,8449,resource/WeaponPaint/texture/@gunkatacn1_#256256gunslinger_p.bmp
s_gunkata.mdl,1,8449,resource/WeaponPaint/texture/@gunkatacn1_#256256gunslinger_p.bmp
v_gunkata.mdl,0,8450,resource/WeaponPaint/texture/$20@004gunslingerkr1_v.bmp
v_gunkata.mdl,1,8450,resource/WeaponPaint/texture/$20@004gunslingerkr1_v_gold.bmp
p_gunkata.mdl,0,8450,resource/WeaponPaint/texture/gunslingerkr1_p.bmp
p_gunkata2.mdl,0,8450,resource/WeaponPaint/texture/gunslingerkr1_p.bmp
w_gunkata.mdl,0,8450,resource/WeaponPaint/texture/gunslingerkr1_p.bmp
s_gunkata.mdl,1,8450,resource/WeaponPaint/texture/gunslingerkr1_p.bmp
w_gungnir.mdl,0,8451,resource/WeaponPaint/texture/#256256gungnirtw1_p.bmp
p_gungnirA.mdl,0,8451,resource/WeaponPaint/texture/#256256gungnirtw1_p.bmp
p_gungnirB.mdl,0,8451,resource/WeaponPaint/texture/#256256gungnirtw1_p.bmp
p_gungnirB.mdl,1,8451,resource/WeaponPaint/texture/$0b_gungnirtw1_blade_p.bmp
gungnir_missile.mdl,0,8451,resource/WeaponPaint/texture/#256256gungnirtw1_p.bmp
s_gungnir.mdl,0,8451,resource/WeaponPaint/texture/#256256gungnirtw1_p.bmp
v_gungnir.mdl,2,8451,resource/WeaponPaint/texture/gungnir01tw1_v.bmp
v_gungnir.mdl,3,8451,resource/WeaponPaint/texture/gungnir02tw1_v.bmp
v_gungnir.mdl,11,8451,resource/WeaponPaint/texture/$0b_gungnirtw1_blade_v.bmp
v_summonknife.mdl,0,8452,resource/WeaponPaint/texture/@summonknifena1_summonknife_v_blade.bmp
v_summonknife.mdl,1,8452,resource/WeaponPaint/texture/@summonknifena1_summonknife_v.bmp
p_summonknife_a.mdl,0,8452,resource/WeaponPaint/texture/@summonknifena1_#256256summonknife_skin_p.bmp
p_summonknife_a.mdl,1,8452,resource/WeaponPaint/texture/@summonknifena1_#128128summonknife_p_blade.bmp
p_summonknife_b.mdl,0,8452,resource/WeaponPaint/texture/@summonknifena1_#256256summonknife_skin_p.bmp
p_summonknife_b.mdl,1,8452,resource/WeaponPaint/texture/@summonknifena1_#128128summonknife_p_blade.bmp
p_summonknife_charging.mdl,0,8452,resource/WeaponPaint/texture/$0b_summonknifena1_p.bmp
p_summonknife_charging.mdl,1,8452,resource/WeaponPaint/texture/@summonknifena1_#256256summonknife_skin_p.bmp
p_summonknife_charging.mdl,2,8452,resource/WeaponPaint/texture/@summonknifena1_#128128summonknife_p_blade.bmp
v_mp5.mdl,0,8379,resource/WeaponPaint/texture/@y20s2MP5-gold-1model.bmp
p_mp5_2.mdl,0,8379,resource/WeaponPaint/texture/@y20s2MP5-gold-3model.bmp
w_mp5_2.mdl,0,8379,resource/WeaponPaint/texture/@y20s2MP5-gold-3model.bmp
s_mp5_2.mdl,0,8379,resource/WeaponPaint/texture/@y20s2MP5-gold-3model.bmp
v_plasmagun.mdl,0,8454,resource/WeaponPaint/texture/y21s1plasma_v_alpha.bmp
v_plasmagun.mdl,3,8454,resource/WeaponPaint/texture/y21s1plasma_v.bmp
p_plasmagun.mdl,0,8454,resource/WeaponPaint/texture/y21s1plasma_p_alpha.bmp
p_plasmagun.mdl,1,8454,resource/WeaponPaint/texture/y21s1#256256plasmagun_p.bmp
w_plasmagun.mdl,0,8454,resource/WeaponPaint/texture/y21s1plasma_p_alpha.bmp
w_plasmagun.mdl,1,8454,resource/WeaponPaint/texture/y21s1#256256plasmagun_p.bmp
s_plasmagun.mdl,0,8454,resource/WeaponPaint/texture/y21s1plasma_p_alpha.bmp
s_plasmagun.mdl,1,8454,resource/WeaponPaint/texture/y21s1#256256plasmagun_p.bmp
v_plasmagun_d3a3.mdl,0,8454,resource/WeaponPaint/texture/y21s1plasma_v_alpha.bmp
v_plasmagun_d3a3.mdl,3,8454,resource/WeaponPaint/texture/y21s1plasma_v.bmp
p_plasmagun_d3a3.mdl,0,8454,resource/WeaponPaint/texture/y21s1plasma_p_alpha.bmp
p_plasmagun_d3a3.mdl,1,8454,resource/WeaponPaint/texture/y21s1#256256plasmagun_p.bmp
w_plasmagun_d3a3.mdl,0,8454,resource/WeaponPaint/texture/y21s1plasma_p_alpha.bmp
w_plasmagun_d3a3.mdl,1,8454,resource/WeaponPaint/texture/y21s1#256256plasmagun_p.bmp
s_plasmagun_d3a3.mdl,0,8454,resource/WeaponPaint/texture/y21s1plasma_p_alpha.bmp
s_plasmagun_d3a3.mdl,1,8454,resource/WeaponPaint/texture/y21s1#256256plasmagun_p.bmp
v_buffaug.mdl,0,8454,resource/WeaponPaint/texture/y21s1$20@004buffaug01_v.bmp
v_buffaug.mdl,1,8454,resource/WeaponPaint/texture/y21s1$20@004buffaug02_v.bmp
p_buffaug.mdl,0,8454,resource/WeaponPaint/texture/y21s1#256255buffaug_p.bmp
w_buffaug.mdl,0,8454,resource/WeaponPaint/texture/y21s1#256255buffaug_p.bmp
s_buffaug.mdl,0,8454,resource/WeaponPaint/texture/y21s1#256255buffaug_p.bmp
v_bouncer.mdl,1,8454,resource/WeaponPaint/texture/y21s1bouncer_v.bmp
p_bouncer.mdl,0,8454,resource/WeaponPaint/texture/y21s1#256256bouncer_p.bmp
w_bouncer.mdl,0,8454,resource/WeaponPaint/texture/y21s1#256256bouncer_p.bmp
s_bouncer.mdl,0,8454,resource/WeaponPaint/texture/y21s1#256256bouncer_p.bmp
v_mk3a1.mdl,0,8455,resource/WeaponPaint/texture/y21s1Jackhammer_v.bmp
p_mk3a1.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256Jackhammer_p.bmp
w_mk3a1.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256Jackhammer_p.bmp
s_mk3a1.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256Jackhammer_p.bmp
p_holysword.mdl,0,8455,resource/WeaponPaint/texture/y21s1$20@001holysword_p.bmp
p_holysword_parrying.mdl,0,8455,resource/WeaponPaint/texture/y21s1$20@001holysword_p.bmp
p_holysword2.mdl,0,8455,resource/WeaponPaint/texture/y21s1$20@001holysword_p.bmp
p_holysword_fullstack.mdl,0,8455,resource/WeaponPaint/texture/y21s1$20@001holysword_p.bmp
v_holysword.mdl,2,8455,resource/WeaponPaint/texture/$0bholy_sword_ef_weaponpaint19s2ct.bmp
v_holysword.mdl,3,8455,resource/WeaponPaint/texture/$0bholy_light1_weaponpaint19s2ct.bmp
v_holysword.mdl,4,8455,resource/WeaponPaint/texture/y21s1$20@003_holysword_v_g.bmp
v_holysword.mdl,5,8455,resource/WeaponPaint/texture/y21s1$20@004_holysword_v.bmp
v_kronos3.mdl,1,8455,resource/WeaponPaint/texture/y21s1argus3_v.bmp
p_kronos3.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256argus3_p.bmp
w_kronos3.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256argus3_p.bmp
s_kronos3.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256argus3_p.bmp
v_desperado.mdl,7,8455,resource/WeaponPaint/texture/y21s1$20@004_desperado_man01_v.bmp
v_desperado.mdl,9,8455,resource/WeaponPaint/texture/y21s1$20@005_desperado_man03_v.bmp
v_desperado.mdl,8,8455,resource/WeaponPaint/texture/y21s1$20@005_desperado_man03_v.bmp
v_desperado.mdl,4,8455,resource/WeaponPaint/texture/y21s1$20@004_desperado_woman01_v.bmp
v_desperado.mdl,6,8455,resource/WeaponPaint/texture/y21s1$20@004_desperado_woman02_v.bmp
v_desperado.mdl,5,8455,resource/WeaponPaint/texture/y21s1$20@004_desperado_woman03_v.bmp
p_desperado_w.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256254desperado_woman_p.bmp
w_desperado.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256254desperado_woman_p.bmp
s_desperado.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256254desperado_woman_p.bmp
p_desperado_m.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256desperado_man_p.bmp
w_desperado.mdl,1,8455,resource/WeaponPaint/texture/y21s1#256256desperado_man_p.bmp
s_desperado.mdl,1,8455,resource/WeaponPaint/texture/y21s1#256256desperado_man_p.bmp
v_desperado_d3a3.mdl,7,8455,resource/WeaponPaint/texture/y21s1$20@004_desperado_man01_v.bmp
v_desperado_d3a3.mdl,9,8455,resource/WeaponPaint/texture/y21s1$20@005_desperado_man03_v.bmp
v_desperado_d3a3.mdl,8,8455,resource/WeaponPaint/texture/y21s1$20@005_desperado_man03_v.bmp
v_desperado_d3a3.mdl,4,8455,resource/WeaponPaint/texture/y21s1$20@004_desperado_woman01_v.bmp
v_desperado_d3a3.mdl,6,8455,resource/WeaponPaint/texture/y21s1$20@004_desperado_woman02_v.bmp
v_desperado_d3a3.mdl,5,8455,resource/WeaponPaint/texture/y21s1$20@004_desperado_woman03_v.bmp
p_desperado_w_d3a3.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256254desperado_woman_p.bmp
w_desperado_d3a3.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256254desperado_woman_p.bmp
s_desperado_d3a3.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256254desperado_woman_p.bmp
p_desperado_m_d3a3.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256desperado_man_p.bmp
w_desperado_d3a3.mdl,1,8455,resource/WeaponPaint/texture/y21s1#256256desperado_man_p.bmp
s_desperado_d3a3.mdl,1,8455,resource/WeaponPaint/texture/y21s1#256256desperado_man_p.bmp
v_mp5.mdl,0,8455,resource/WeaponPaint/texture/y21s1CSO_mp5.bmp
p_mp5_2.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256mp5.bmp
w_mp5_2.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256mp5.bmp
s_mp5_2.mdl,0,8455,resource/WeaponPaint/texture/y21s1#256256mp5.bmp
v_famas.mdl,0,8454,resource/WeaponPaint/texture/y21s1CSO_Famas.bmp
p_famas.mdl,0,8454,resource/WeaponPaint/texture/y21s1p_famas.bmp
w_famas.mdl,0,8454,resource/WeaponPaint/texture/y21s1p_famas.bmp
s_famas.mdl,0,8454,resource/WeaponPaint/texture/y21s1p_famas.bmp
v_dualsword.mdl,0,8454,resource/WeaponPaint/texture/y21s1$20@004_phantomslasher_02_v.bmp
v_dualsword.mdl,1,8454,resource/WeaponPaint/texture/y21s1$20@004_phantomslasher_01_v.bmp
p_dualsword_a.mdl,0,8454,resource/WeaponPaint/texture/y21s1#256256phantom_slasher_dual_p.bmp
p_dualsword_b.mdl,0,8454,resource/WeaponPaint/texture/y21s1#256256phantom_slasher_dual_p.bmp
v_buffaug.mdl,0,8496,resource/WeaponPaint/texture/21rb01$20@004buffaug01_v.bmp
v_buffaug.mdl,1,8496,resource/WeaponPaint/texture/21rb01$20@004buffaug02_v.bmp
p_buffaug.mdl,0,8496,resource/WeaponPaint/texture/21rb#256255buffaug_p.bmp
w_buffaug.mdl,0,8496,resource/WeaponPaint/texture/21rb#256255buffaug_p.bmp
s_buffaug.mdl,0,8496,resource/WeaponPaint/texture/21rb#256255buffaug_p.bmp
v_bloodhunter.mdl,2,8519,resource/WeaponPaint/texture/y21s2@004_bloodhunter_v.bmp
p_bloodhunter.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256bloodhunter_p.bmp
w_bloodhunter.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256bloodhunter_p.bmp
s_bloodhunter.mdl,1,8519,resource/WeaponPaint/texture/y21s2#256256bloodhunter_p.bmp
v_bloodhunter_left.mdl,2,8519,resource/WeaponPaint/texture/y21s2@004_bloodhunter_v.bmp
w_bloodhunter_left.mdl,2,8519,resource/WeaponPaint/texture/y21s2@004_bloodhunter_v.bmp
v_bloodhunter_d3a3.mdl,2,8519,resource/WeaponPaint/texture/y21s2@004_bloodhunter_v.bmp
p_bloodhunter_d3a3.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256bloodhunter_p.bmp
w_bloodhunter_d3a3.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256bloodhunter_p.bmp
s_bloodhunter_d3a3.mdl,1,8519,resource/WeaponPaint/texture/y21s2#256256bloodhunter_p.bmp
v_bloodhunter_left_d3a3.mdl,2,8519,resource/WeaponPaint/texture/y21s2@004_bloodhunter_v.bmp
w_bloodhunter_left_d3a3.mdl,2,8519,resource/WeaponPaint/texture/y21s2@004_bloodhunter_v.bmp
w_railcannon.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256railcannon_p.bmp
p_railcannon.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256railcannon_p.bmp
s_railcannon.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256railcannon_p.bmp
v_railcannon.mdl,0,8519,resource/WeaponPaint/texture/y21s2railcannon_v.bmp
v_sg550.mdl,0,8519,resource/WeaponPaint/texture/y21s2SG550_v.bmp
s_sg550.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256SG550_p.bmp
w_sg550.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256SG550_p.bmp
p_sg550.mdl,0,8519,resource/WeaponPaint/texture/y21s2#256256SG550_p.bmp
v_stormgiant.mdl,0,8519,resource/WeaponPaint/texture/y21s2$20@004_sg_2.bmp
v_stormgiant.mdl,1,8519,resource/WeaponPaint/texture/y21s2$20@004_sg_2.bmp
v_stormgiant.mdl,2,8519,resource/WeaponPaint/texture/y21s2$20@004_sg_1.bmp
v_stormgiant.mdl,4,8519,resource/WeaponPaint/texture/y21s2$0b_ef_swing1.bmp
v_stormgiant.mdl,5,8519,resource/WeaponPaint/texture/y21s2$0b_ef_lt_2.bmp
v_stormgiant.mdl,6,8519,resource/WeaponPaint/texture/y21s2$0b_ef_lt_1.bmp
v_stormgiant.mdl,7,8519,resource/WeaponPaint/texture/y21s2$0b_ef_sg2.bmp
