;,,,";무기/장비=""Equipment"",클래스(캐릭터)=""Class""",";권총=1,샷건=2,기관단총=3,소총=4,기관총=5장비=6,클래스=7,기능성(passive)=8,작동성(active)=9",,";UseType, 0= 간접사용, 1= 자동사용, 2= 수동사용, 3= 수동사용(int), 4= 수동사용(string)",";공용=0,테러리스트1,대테러리스트2",,,,,,,,,,,,,,,,,,,,,";0=개인,1=클랜;공백=0",,,,,,,,,,,,,,,,,,
;ID,Name,recourcename,ClassName,Category,InGameID,UseType,Team,Level,ExpPointModCategory,ExpModPriority,ExpModMin,ExpModMax,PCBangExpModMin,PCBangExpModMax,PointModPriority,PointModMin,PointModMax,PCBangPointModMin,PCBangPointModMax,InventoryType,Damage,HitRate,Reaction,FiringSpeed,Weight,SkinBase,Period,BuyerType,ItemBoxName,TeamBonusExpOther,TeamBonusExpSelf,TeamBonusPointOther,TeamBonusPointSelf,rewardID,InGameItem,mdl,skin,DisReward1,DisReward2,DisReward3,EnhWeapon,ZombieSkin,TradeNum,TradeDay,CanExtend,SortingIndex
148,MG3,MG3,Equipment,5,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,73,78,91,71,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,2
149,Anaconda,Anaconda,Equipment,1,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,68,70,83,85,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,6
150,Criss,Criss,Class,7,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,21,20,17,21,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,11
151,Natasha,Natasha,Class,7,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,21,25,20,22,17,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,11
152,ChoiJiYoon,ChoiJiYoon,Class,7,22,1,2,0,2,2,10,10,20,20,2,10,10,20,20,1,22,16,24,26,17,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,11
153,Jennifer,Jennifer,Class,7,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,26,22,17,18,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,10
154,Ritsuka,Ritsuka,Class,7,24,1,1,0,2,2,10,10,20,20,2,10,10,20,20,1,16,23,26,17,23,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,10
155,Yuri,Yuri,Class,7,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,26,23,20,19,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,10
156,EventSpray,EventSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
157,TRG42,TRG42,Equipment,4,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,66,27,69,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,0,5
158,Hdagger,Hdagger,Equipment,11,4003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,676,7
159,awpRED,AWPRED,Equipment,4,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,70,26,67,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,5
160,m249RED,M249RED,Equipment,5,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,78,79,90,71,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,2
161,defaultKnife,defaultKnife,Equipment,11,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,7
163,SpeedZombie,SpeedZombie,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,12
164,NataKnife,NataKnife,PeriodicItem,11,4001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,0,7
165,Decoder,Decoder,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,21
166,PasswordBox,PasswordBox,PeriodicItem,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,24
167,NewyearSpray,NewyearSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
168,NewyearSprayKor,NewyearSprayKor,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
169,M400,M400,Equipment,4,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,67,24,65,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,5
170,AK47G,AK47G,Equipment,4,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,83,79,91,72,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,1
171,M4A1G,M4A1G,Equipment,4,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,88,92,91,76,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,1
172,DeserteagleG,DeserteagleG,Equipment,1,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,45,70,81,85,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,6
173,CashDecoder,CashDecoder,LotteryKeyItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,DecoderA,0,0,0,0,0,0,,,1,9209,9209,0,0,0,0,0,21
174,EventBomb,EventBomb,PeriodicItem,6,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,8
175,HeavyZombie,HeavyZombie,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,12
176,Hammer,Hammer,PeriodicItem,11,4002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,0,7
177,TaegeukgiSpray,TaegeukgiSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
178,WeaponLimitAWP,WeaponLimitAWP,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,24
179,BVSpray,BVSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
180,ZombieDoubleUp,ZombieDoubleUp,PeriodicItem,8,0,2,0,0,1,4,50,50,50,50,4,50,50,50,50,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9121,9208,0,0,0,0,0,23
181,ZombiePointUp,ZombiePointUp,PeriodicItem,8,0,2,0,0,1,4,0,0,0,0,4,50,50,50,50,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9121,9208,0,0,0,0,0,23
182,ZombieExpUp,ZombieExpUp,PeriodicItem,8,0,2,0,0,1,4,50,50,50,50,4,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9121,9208,0,0,0,0,0,23
183,NatashaSpray,NatashaSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,42
184,JenniferSpray,JenniferSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,42
185,RitsukaSpray,RitsukaSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,42
186,ChoiJiYoonSpray,ChoiJiYoonSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,42
187,SL8,SL8,Equipment,4,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,61,80,85,67,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,5
188,SD707Spray,SD707Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
189,SDsasSpray,SDsasSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
190,SDleetSpray,SDleetSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
191,SDnlcSpray,SDnlcSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
192,Fake01Spray,Fake01Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
193,Fake02Spray,Fake02Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
194,Fake03Spray,Fake03Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
195,Fake04Spray,Fake04Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
196,Fake05Spray,Fake05Spray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
197,M1887,M1887,Equipment,2,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,100,22,62,76,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,4
198,SkullSpray,SkullSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
199,BandSpray,BandSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
200,PCZombie,PCZombie,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,12
201,Sprint,Sprint,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,24
202,F2000,F2000,Equipment,4,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,91,83,91,71,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,1
203,K1ASE,K1ASE,Equipment,3,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,78,87,91,83,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,3
204,ServerYell,ServerYell,Requirement,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,24
205,CrissSpray,CrissSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,42
206,YuriSpray,YuriSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9118,9205,0,0,0,0,0,42
207,GongmoSpray01,GongmoSpray01,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
208,GongmoSpray02,GongmoSpray02,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
209,GongmoSpray03,GongmoSpray03,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
210,SniperMSpray,SniperMSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
211,JKnife,JKnife,PeriodicItem,11,4004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,676,7
212,M24Grenade,M24Grenade,PeriodicItem,6,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,0,8
213,M134,M134,Equipment,5,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,54,96,100,46,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,2
214,fGrenade2,fGrenade2,PeriodicItem,6,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,8
215,Firebomb,Firebomb,PeriodicItem,6,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9121,9208,0,0,0,0,0,8
216,ZombiDoctor,ZombiDoctor,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9119,9206,0,0,0,0,0,12
217,CHumanSpray,CHumanSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
218,CZombieSpray,CZombieSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
219,THunterSpray,THunterSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
220,M1887G,M1887G,Equipment,2,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,100,22,62,76,,1,,,0,0,0,0,0,1,,,240,9115,9202,8,0,0,0,0,4
221,SL8G,SL8G,Equipment,4,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,64,80,85,67,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,5
222,Guitar,Guitar,Equipment,4,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,91,82,89,78,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,1
223,GongmoSpray04,GongmoSpray04,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
224,GongmoSpray05,GongmoSpray05,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
225,GongmoSpray06,GongmoSpray06,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
230,Lv04SprayJpn,Lv04SprayJpn,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
231,SDJenniferSpray,SDJenniferSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
232,SDNatashaSpray,SDNatashaSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
233,M24,M24,Equipment,4,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,92,70,24,85,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,676,5
234,Retry,Retry,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,25,9121,0,0,0,0,0,0,37
235,SDRitsukaSpray,SDRitsukaSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
236,SDChoiJiYoonSpray,SDChoiJiYoonSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
237,Axe,Axe,PeriodicItem,11,4005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,7
238,7thdaySpray,7thdaySpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
239,SDCrissSpray,SDCrissSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
240,SDYuriSpray,SDYuriSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
241,RealChoiJiYoonSpray,RealChoiJiYoonSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
242,Infinity,Infinity,Equipment,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"28,26","68, 60","70,81","87,90","85,85",,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,6
243,WaterGun,WaterGun,Equipment,3,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,79,92,92,85,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,3
244,M4A1Gold,M4A1Gold,Equipment,4,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,88,92,91,76,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,1
245,InfinityEX1,InfinityEX1,Equipment,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"30,28","77, 63","70,81","87,90","85,85",,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,6
246,AWPcamo,AWPcamo,Equipment,4,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,70,26,78,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,5
247,Mooncake,Mooncake,PeriodicItem,6,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,8
248,Combatknife,Combatknife,PeriodicItem,11,4006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9116,9202,0,0,0,0,676,7
249,Mastercombatknife,Mastercombatknife,PeriodicItem,11,4007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,7
250,SVDEX,SVDEX,Equipment,4,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,96,88,39,67,76,,1,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,5
251,Pumpkin,Pumpkin,PeriodicItem,6,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,8
252,ZombieHnoWeapon,ZombieHnoWeapon,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9121,9208,0,0,0,0,0,24
253,Gerrard,Gerrard,Class,7,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,24,21,19,23,,1,,,5,10,5,10,0,0,,,240,9116,9203,0,0,0,0,0,11
254,Davidblack,Davidblack,Class,7,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,19,18,21,22,,1,,,5,10,5,10,0,0,,,240,9116,9203,0,0,0,0,0,10
255,QBB95EX,QBB95EX,Equipment,5,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,79,74,90,74,,1,,,0,0,0,0,0,1,,,240,9118,9205,0,0,0,0,676,2
256,SDPcZbSpray01,SDPcZbSpray01,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
257,SDPcZbSpray02,SDPcZbSpray02,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
258,Scen_hp30,Scen_hp30,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,1,,,10,9121,0,0,0,0,0,0,37
259,Scen_hp100,Scen_hp100,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,1,,,10,9120,0,0,0,0,0,0,37
260,Scen_respawn,Scen_respawn,Requirement,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,1,,,10,9120,0,0,0,0,0,0,37
261,M79,M79,Equipment,1,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,100,100,10,85,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,676,6
262,MP7A160R,MP7A160R,Equipment,3,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,71,91,92,85,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3
264,ChristmasEventSpray2009,XmasSpray09,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
265,SDHvyZbSpray01,SDHvyZbSpray01,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
266,SDLgtZbSpray01,SDLgtZbSpray01,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,240,9120,9207,0,0,0,0,0,42
267,M134_Xmas,M134_Xmas,Equipment,5,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,54,96,100,46,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,0,2
268,MG3_Xmas,MG3_Xmas,Equipment,5,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,73,78,91,71,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,0,2
269,ChnPCroomSpray,ChnPCroomSpray,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,0,,,480,9121,9208,0,0,0,0,0,42
270,InfinityEX2,InfinityEX2,Equipment,1,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"34, 30","85, 69","70,80","88,90","85,85",,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,6
271,HK23,HK23,Equipment,5,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,80,82,90,74,,1,,,0,0,0,0,0,1,,,240,9117,9204,8,0,0,0,676,2
275,CityMap01,CityMap01,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
276,RexEquip01,RexEquip01,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
277,AndreyNote01,AndreyNote01,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
278,PhobosSample,PhobosSample,EventItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,,,0,0,0,0,0,0,,,5,9121,0,0,0,0,0,0,39
279,M4A1Dragon,M4A1Dragon,Equipment,4,80,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,88,92,91,76,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,0,1
280,AK47Dragon,AK47Dragon,Equipment,4,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,83,79,91,72,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,0,1
281,KnifeDragon,KnifeDragon,PeriodicItem,11,4008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,240,9117,9204,0,0,0,0,0,7
282,MP5Tiger,MP5Tiger,Equipment,3,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,79,92,92,85,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,3
283,Crossbow,Crossbow,Equipment,4,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,87,93,89,81,,1,,,0,0,0,0,0,1,,,240,9115,9202,0,0,0,0,0,1
285,StaminaDrug,StaminaDrug,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
286,PowerAmplifier,PowerAmplifier,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
287,ResearchFund,ResearchFund,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,0,0,0,0,0,1,,,480,9121,9208,0,0,0,0,0,40
