#enable,#map_id,#mode_id,#weight,#tip_image,#tip_text
1,13,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,13,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,13,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,13,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,13,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,14,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,14,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,14,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,14,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,14,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,14,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,14,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,14,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,14,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,14,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,14,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,14,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,14,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,14,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,14,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,14,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,14,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,14,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,14,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,15,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,15,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,15,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,15,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,15,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,15,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,15,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,15,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,15,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,15,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,15,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,15,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,15,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,15,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,15,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,15,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,15,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,15,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,15,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,15,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,15,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,15,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,15,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,15,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,16,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,16,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,16,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,16,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,16,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,16,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,16,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,16,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,16,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,16,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,16,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,16,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,16,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,16,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,16,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,16,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,16,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,16,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,16,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,16,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,16,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,16,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,16,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,16,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,17,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,17,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,17,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,17,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,17,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,17,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,17,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,17,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,17,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,17,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,17,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,17,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,17,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,17,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,17,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,17,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,17,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,18,0,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,18,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,18,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,18,3,1,Tooltip_Original_DE,#CSO_MaploadingTip_ORIGINAL_DE
1,18,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,18,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,18,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,18,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,18,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,18,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,18,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,18,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,18,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,18,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,18,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,18,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,18,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,18,32,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,18,32,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,18,32,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,18,32,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,18,32,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,18,35,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,18,35,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,18,35,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,18,35,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,18,35,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,18,36,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,18,36,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,18,36,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,18,36,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,18,36,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,18,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,18,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,19,0,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,19,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,19,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,19,3,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,19,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,19,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,19,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,19,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,19,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,19,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,19,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,19,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,19,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,19,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,19,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,19,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,19,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,19,22,1,Tooltip_GDM_01,#CSO_MaploadingTip_GDM_01
1,19,22,1,Tooltip_GDM_02,#CSO_MaploadingTip_GDM_02
1,19,29,1,Tooltip_Zombie4_01,#CSO_MaploadingTip_ZM4
1,19,29,1,Tooltip_Zombie4_02,#CSO_MaploadingTip_ZM4
1,19,29,1,Tooltip_Zombie4_03,#CSO_MaploadingTip_ZM4
1,19,29,1,Tooltip_Zombie4_04,#CSO_MaploadingTip_ZM4
1,19,29,1,Tooltip_Zombie4_05,#CSO_MaploadingTip_ZM4
1,19,29,1,Tooltip_Zombie4_06,#CSO_MaploadingTip_ZM4
1,19,29,1,Tooltip_Zombie4_07,#CSO_MaploadingTip_ZM4
1,19,32,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,19,32,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,19,32,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,19,32,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,19,32,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,19,35,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,19,35,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,19,35,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,19,35,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,19,35,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,19,35,1,Tooltip_ZombieOfficial,#CSO_MaploadingTip_ZombieOfficial
1,19,36,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,19,36,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,19,36,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,19,36,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,19,36,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,19,36,1,Tooltip_ZombieOfficial,#CSO_MaploadingTip_ZombieOfficial_TieBreak
1,19,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,19,43,1,,#CSO_MaploadingTip_SeasonZombie
1,19,44,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_SeasonZombie
1,19,44,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_SeasonZombie
1,19,44,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_SeasonZombie
1,19,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,19,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,19,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,19,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,19,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,19,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,20,0,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,20,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,20,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,20,3,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,20,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,20,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,20,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,20,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,20,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,20,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,20,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,20,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,20,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,20,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,20,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,20,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,20,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,20,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,20,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,21,0,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,21,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,21,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,21,3,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,21,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,21,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,21,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,21,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,21,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,21,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,21,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,21,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,21,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,21,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,21,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,21,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,21,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,21,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,21,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,21,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,21,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,21,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,21,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,21,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,22,0,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,22,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,22,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,22,3,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,22,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,22,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,22,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,22,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,22,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,22,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,22,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,22,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,22,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,22,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,22,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,22,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,22,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,22,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,22,22,1,Tooltip_GDM_01,#CSO_MaploadingTip_GDM_01
1,22,22,1,Tooltip_GDM_02,#CSO_MaploadingTip_GDM_02
1,22,29,1,Tooltip_Zombie4_01,#CSO_MaploadingTip_ZM4
1,22,29,1,Tooltip_Zombie4_02,#CSO_MaploadingTip_ZM4
1,22,29,1,Tooltip_Zombie4_03,#CSO_MaploadingTip_ZM4
1,22,29,1,Tooltip_Zombie4_04,#CSO_MaploadingTip_ZM4
1,22,29,1,Tooltip_Zombie4_05,#CSO_MaploadingTip_ZM4
1,22,29,1,Tooltip_Zombie4_06,#CSO_MaploadingTip_ZM4
1,22,29,1,Tooltip_Zombie4_07,#CSO_MaploadingTip_ZM4
1,22,32,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,22,32,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,22,32,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,22,32,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,22,32,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,22,35,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,22,35,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,22,35,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,22,35,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,22,35,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,22,36,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,22,36,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,22,36,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,22,36,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,22,36,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,22,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,22,44,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_SeasonZombie
1,22,44,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_SeasonZombie
1,22,44,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_SeasonZombie
1,22,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,22,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,22,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,22,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,22,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,22,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,22,56,1,Tooltip_Zombi_teamcontrol01,#CSO_MaploadingTip_Zombi_teamcontrol
1,22,56,1,Tooltip_Zombi_teamcontrol02,#CSO_MaploadingTip_Zombi_teamcontrol
1,22,56,1,Tooltip_Zombi_teamcontrol03,#CSO_MaploadingTip_Zombi_teamcontrol
1,22,56,1,Tooltip_Zombi_teamcontrol04,#CSO_MaploadingTip_Zombi_teamcontrol
1,22,56,1,Tooltip_Zombi_teamcontrol05,#CSO_MaploadingTip_Zombi_teamcontrol
1,23,0,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,23,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,23,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,23,3,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,23,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,23,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,23,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,23,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,23,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,23,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,23,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,23,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,23,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,23,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,23,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,23,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,23,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,23,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,23,45,1,Tooltip_Zombie3z_01,#CSO_MaploadingTip_ZM3Z
1,23,54,1,Tooltip_Zombie5_01,#CSO_MaploadingTip_Zombi_5
1,23,54,1,Tooltip_Zombie5_02,#CSO_MaploadingTip_Zombi_5
1,23,54,1,Tooltip_Zombie5_03,#CSO_MaploadingTip_Zombi_5
1,23,54,1,Tooltip_Zombie5_04,#CSO_MaploadingTip_Zombi_5
1,23,54,1,Tooltip_Zombie5_05,#CSO_MaploadingTip_Zombi_5
1,24,0,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,24,1,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM
1,24,2,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM
1,24,3,1,Tooltip_Original_CS,#CSO_MaploadingTip_ORIGINAL_CS
1,24,4,1,Tooltip_Deathmatch,#CSO_MaploadingTip_DM_BOT
1,24,5,1,Tooltip_TeamDeathmatch,#CSO_MaploadingTip_TDM_BOT
1,24,8,1,Tooltip_Zombie,#CSO_MaploadingTip_ZM
1,24,9,1,Tooltip_Zombie2_01,#CSO_MaploadingTip_ZM2
1,24,9,1,Tooltip_Zombie2_02,#CSO_MaploadingTip_ZM2
1,24,9,1,Tooltip_Zombie2_03,#CSO_MaploadingTip_ZM2
1,24,9,1,Tooltip_Zombie2_04,#CSO_MaploadingTip_ZM2
1,24,9,1,Tooltip_Zombie2_05,#CSO_MaploadingTip_ZM2
1,24,11,1,Tooltip_ZombieUnite,#CSO_MaploadingTip_ZTDM
1,24,13,1,Tooltip_ZombieUnite_DM,#CSO_MaploadingTip_ZTDM_ANN
1,24,14,1,Tooltip_Zombie3_01,#CSO_MaploadingTip_ZM3
1,24,14,1,Tooltip_Zombie3_02,#CSO_MaploadingTip_ZM3
1,24,14,1,Tooltip_Zombie3_03,#CSO_MaploadingTip_ZM3
1,24,32,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,24,32,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,24,32,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,24,32,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,24,32,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,24,35,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,24,35,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,24,35,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,24,35,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,24,35,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,24,35,1,Tooltip_ZombieOfficial,#CSO_MaploadingTip_ZombieOfficial
1,24,36,1,tooltip_zombieteamannhilation_01,#CSO_MaploadingTip_ZME
1,24,36,1,tooltip_zombieteamannhilation_02,#CSO_MaploadingTip_ZME
1,24,36,1,tooltip_zombieteamannhilation_03,#CSO_MaploadingTip_ZME
1,24,36,1,tooltip_zombieteamannhilation_04,#CSO_MaploadingTip_ZME
1,24,36,1,tooltip_zombieteamannhilation_05,#CSO_MaploadingTip_ZME
1,24,36,1,Tooltip_ZombieOfficial,#CSO_MaploadingTip_ZombieOfficial_TieBreak
1,24,40,1,Tooltip_Allstar_01,#CSO_MaploadingTip_Allstar
1,24,43,1,,#CSO_MaploadingTip_SeasonZombie
